order_id,order_date,customer_id,shipping_method_id,dest_address_id
1270,2023-10-26 10:01:42.998111,1270,4,825
1271,2022-01-20 02:04:03.998111,1271,4,459
1272,2021-07-10 20:51:03.998111,1272,3,280
1273,2023-11-23 23:02:42.998111,1273,1,960
1274,2022-05-22 23:46:54.998111,1274,1,739
1275,2022-10-12 19:53:38.998111,1275,3,36
1276,2021-04-05 18:40:23.998111,1276,3,488
1277,2022-01-20 20:20:00.998111,1277,4,308
1278,2023-01-01 16:23:48.998111,1278,1,100
1279,2022-07-19 17:37:44.998111,1279,1,55
1280,2024-03-08 19:46:08.998111,1280,4,912
1281,2024-01-13 15:30:51.998111,1281,3,363
1282,2021-12-28 22:08:45.998111,1282,3,299
1283,2023-04-15 19:51:51.998111,1283,1,526
1284,2021-09-09 08:03:21.998111,1284,2,182
1285,2023-06-05 03:18:01.998111,1285,4,849
1286,2023-02-07 20:35:02.998111,1286,1,849
1287,2023-02-28 02:57:47.998111,1287,3,257
1288,2023-05-08 20:54:10.998111,1288,4,131
1289,2022-03-16 06:00:22.998111,1289,4,864
1290,2022-02-14 08:58:33.998111,1290,3,27
1291,2021-04-18 00:26:13.998111,1291,3,606
1292,2021-07-02 19:48:10.998111,1292,1,577
1293,2022-01-19 07:54:31.998111,1293,2,372
1294,2021-11-12 10:20:02.998111,1294,2,465
1295,2022-03-13 16:09:23.998111,1295,4,155
1296,2023-01-01 07:14:37.998111,1296,2,129
1297,2023-07-15 14:28:55.998111,1297,1,876
1298,2023-05-25 18:12:36.998111,1298,3,450
1299,2023-03-04 03:00:55.998111,1299,2,403
1300,2024-02-19 08:24:31.998111,1300,1,983
1301,2021-08-27 22:49:47.998111,1301,2,337
1302,2023-12-02 01:16:21.998111,1302,1,506
1303,2021-04-29 06:00:19.998111,1303,3,812
1304,2021-09-21 03:19:35.998111,1304,3,479
1305,2022-05-04 03:32:46.998111,1305,3,719
1306,2023-10-03 19:09:54.998111,1306,1,325
1307,2022-11-05 23:31:50.998111,1307,1,604
1308,2024-02-09 21:57:47.998111,1308,3,473
1309,2023-07-26 13:13:27.998111,1309,4,1000
1310,2023-07-26 11:59:08.998111,1310,4,557
1311,2023-06-21 12:50:24.998111,1311,3,532
1312,2023-07-17 18:08:07.998111,1312,1,780
1313,2022-09-13 07:32:58.998111,1313,4,101
1314,2024-02-19 18:54:29.998111,1314,2,284
1315,2024-01-25 20:10:16.998111,1315,4,563
1316,2021-03-30 08:40:02.998111,1316,1,164
1317,2022-11-12 04:34:00.998111,1317,2,796
1318,2022-08-18 22:47:42.998111,1318,3,404
1319,2023-04-09 21:26:37.998111,1319,2,546
1320,2023-05-28 21:00:32.998111,1320,2,429
1321,2022-07-11 08:50:24.998111,1321,4,211
1322,2024-03-11 00:50:37.998111,1322,3,807
1323,2024-02-09 09:31:52.998111,1323,2,31
1324,2022-07-31 09:36:41.998111,1324,1,522
1325,2022-06-20 10:48:51.998111,1325,4,671
1326,2022-04-26 16:44:17.998111,1326,3,928
1327,2023-12-25 17:22:03.998111,1327,3,748
1328,2022-08-04 12:42:47.998111,1328,1,238
1329,2022-10-11 06:01:30.998111,1329,4,298
1330,2021-05-26 09:13:32.998111,1330,2,607
1331,2023-07-01 21:06:00.998111,1331,2,457
1332,2022-02-23 01:03:18.998111,1332,3,841
1333,2023-08-04 02:25:36.998111,1333,2,665
1334,2023-09-17 09:37:48.998111,1334,4,483
1335,2021-07-24 05:56:15.998111,1335,2,454
1336,2022-08-19 09:27:06.998111,1336,1,312
1337,2024-02-19 05:11:39.998111,1337,4,351
1338,2023-06-19 14:25:32.998111,1338,2,863
1339,2022-03-23 13:26:43.998111,1339,4,840
1340,2024-01-17 09:21:28.998111,1340,3,426
1341,2022-06-24 19:09:06.998111,1341,3,952
1342,2024-03-25 21:14:19.998111,1342,2,217
1343,2021-11-06 07:32:06.998111,1343,1,284
1344,2023-01-23 02:33:08.998111,1344,1,178
1345,2023-08-21 03:11:14.998111,1345,2,924
1346,2021-05-18 13:51:01.998111,1346,3,611
1347,2021-10-19 16:19:31.998111,1347,3,745
1348,2023-12-05 06:31:29.998111,1348,1,142
1349,2023-07-30 16:59:56.998111,1349,1,351
1350,2023-02-12 13:29:43.998111,1350,1,765
1351,2021-12-10 02:14:17.998111,1351,2,925
1352,2024-01-19 22:16:12.998111,1352,3,621
1353,2022-01-27 23:10:39.998111,1353,1,749
1354,2024-03-09 11:34:55.998111,1354,3,907
1355,2023-08-26 11:46:18.998111,1355,2,610
1356,2023-01-02 10:13:50.998111,1356,1,516
1357,2021-08-01 16:40:40.998111,1357,3,557
1358,2023-01-06 06:06:04.998111,1358,3,53
1359,2022-09-09 20:01:18.998111,1359,2,117
1360,2023-08-02 12:59:55.998111,1360,3,616
1361,2021-06-28 05:33:42.998111,1361,1,420
1362,2023-05-25 02:56:56.998111,1362,4,488
1363,2021-05-19 23:44:28.998111,1363,4,169
1364,2024-03-20 04:38:01.998111,1364,3,945
1365,2022-02-20 13:58:56.998111,1365,1,607
1366,2024-03-09 17:26:10.998111,1366,2,287
1367,2021-09-28 19:03:10.998111,1367,3,891
1368,2022-09-17 20:53:13.998111,1368,3,92
1369,2024-02-17 15:02:53.998111,1369,3,377
1370,2024-03-16 13:02:57.998111,1370,4,704
1371,2023-10-29 15:39:28.998111,1371,2,615
1372,2021-08-19 17:05:07.998111,1372,1,550
1373,2021-12-27 11:31:51.998111,1373,2,277
1374,2022-07-21 00:12:18.998111,1374,3,370
1375,2021-03-30 03:02:11.998111,1375,3,866
1376,2021-03-28 13:50:58.998111,1376,1,161
1377,2022-03-24 02:07:53.998111,1377,2,877
1378,2023-05-31 12:18:43.998111,1378,3,146
1379,2023-10-01 17:05:12.998111,1379,4,145
1380,2021-08-08 14:35:04.998111,1380,3,654
1381,2021-07-03 05:03:09.998111,1381,1,27
1382,2021-08-01 19:15:36.998111,1382,1,353
1383,2022-11-16 13:11:26.998111,1383,1,596
1384,2021-05-26 17:24:30.998111,1384,3,511
1385,2023-03-15 04:35:59.998111,1385,4,481
1386,2023-03-15 18:37:23.998111,1386,3,523
1387,2022-09-01 09:27:12.998111,1387,3,192
1388,2021-11-25 22:34:22.998111,1388,4,467
1389,2022-08-10 10:35:24.998111,1389,2,433
1390,2021-10-03 14:42:32.998111,1390,3,441
1391,2022-09-18 00:33:36.998111,1391,3,49
1392,2023-09-02 06:39:26.998111,1392,4,22
1393,2021-08-11 20:04:26.998111,1393,3,913
1394,2023-03-20 03:31:59.998111,1394,3,596
1395,2024-02-16 07:36:12.998111,1395,4,277
1396,2023-08-11 20:34:41.998111,1396,3,681
1397,2024-01-21 18:25:57.998111,1397,1,313
1398,2023-10-13 09:14:14.998111,1398,1,142
1399,2021-09-30 22:22:29.998111,1399,3,128
1400,2023-05-15 00:43:33.998111,1400,4,278
1401,2023-05-30 12:24:30.998111,1401,3,828
1402,2022-05-22 03:12:32.998111,1402,1,443
1403,2021-11-24 11:35:21.998111,1403,2,513
1404,2021-10-29 14:41:55.998111,1404,2,767
1405,2023-02-14 05:31:42.998111,1405,2,184
1406,2022-10-09 02:01:59.998111,1406,2,215
1407,2021-06-06 22:47:17.998111,1407,1,59
1408,2022-06-05 17:05:37.998111,1408,2,27
1409,2021-06-30 07:23:47.998111,1409,4,964
1410,2022-07-11 17:56:58.998111,1410,3,680
1411,2021-09-03 00:43:38.998111,1411,4,541
1412,2023-11-01 11:59:19.998111,1412,2,882
1413,2022-05-16 04:39:53.998111,1413,4,842
1414,2023-09-30 11:21:46.998111,1414,4,19
1415,2023-05-06 22:25:53.998111,1415,4,543
1416,2023-01-29 20:18:04.998111,1416,3,691
1417,2021-12-11 04:10:58.998111,1417,4,687
1418,2021-12-02 02:00:19.998111,1418,3,539
1419,2022-08-19 16:08:30.998111,1419,1,804
1420,2022-09-27 03:46:30.998111,1420,3,181
1421,2022-06-17 08:57:50.998111,1421,1,747
1422,2022-08-26 23:25:33.998111,1422,1,845
1423,2022-06-29 02:41:49.998111,1423,3,426
1424,2022-12-23 22:06:42.998111,1424,3,679
1425,2023-06-30 14:45:56.998111,1425,3,641
1426,2023-08-07 13:08:13.998111,1426,2,839
1427,2023-05-17 16:51:36.998111,1427,1,955
1428,2024-01-22 22:34:46.998111,1428,3,748
1429,2022-06-23 04:33:16.998111,1429,1,50
1430,2022-04-25 23:38:50.998111,1430,4,637
1431,2021-04-21 18:54:49.998111,1431,2,851
1432,2023-05-25 14:14:49.998111,1432,2,29
1433,2024-01-02 20:05:52.998111,1433,3,588
1434,2022-08-05 11:09:50.998111,1434,2,679
1435,2023-12-24 11:11:50.998111,1435,3,598
1436,2023-01-03 04:27:27.998111,1436,4,600
1437,2022-08-24 17:36:08.998111,1437,4,49
1438,2021-05-27 21:22:07.998111,1438,3,496
1439,2023-05-03 17:31:57.998111,1439,4,31
1440,2022-08-26 06:03:34.998111,1440,4,30
1441,2022-01-22 07:19:03.998111,1441,2,228
1442,2024-01-22 12:57:19.998111,1442,1,502
1443,2022-05-27 12:41:34.998111,1443,2,927
1444,2022-03-27 10:28:32.998111,1444,1,692
1445,2023-10-19 16:27:31.998111,1445,1,536
1446,2021-11-23 17:58:41.998111,1446,2,916
1447,2023-05-11 17:26:18.998111,1447,3,66
1448,2023-09-10 03:47:07.998111,1448,2,426
1449,2023-09-05 15:04:18.998111,1449,3,142
1450,2022-05-21 16:36:17.998111,1450,1,279
1451,2021-11-24 08:04:11.998111,1451,2,321
1452,2023-02-08 15:12:45.998111,1452,2,379
1453,2022-01-05 14:09:17.998111,1453,3,690
1454,2023-03-05 13:59:11.998111,1454,2,154
1455,2021-07-07 09:08:03.998111,1455,2,164
1456,2024-01-25 20:41:14.998111,1456,1,168
1457,2024-01-07 01:45:17.998111,1457,1,158
1458,2024-01-01 04:20:36.998111,1458,4,346
1459,2022-09-08 19:25:18.998111,1459,2,229
1460,2023-06-20 09:14:43.998111,1460,4,872
1461,2021-07-04 16:17:01.998111,1461,3,680
1462,2022-06-18 17:32:02.998111,1462,3,945
1463,2022-07-20 22:57:13.998111,1463,3,959
1464,2022-09-17 15:01:30.998111,1464,1,721
1465,2023-01-27 09:11:01.998111,1465,3,285
1466,2022-06-22 10:38:38.998111,1466,3,557
1467,2023-06-11 15:08:57.998111,1467,4,490
1468,2021-08-20 06:21:29.998111,1468,2,540
1469,2023-12-08 07:07:06.998111,1469,3,641
1470,2023-02-02 11:19:00.998111,1470,2,578
1471,2021-12-29 04:41:14.998111,1471,3,924
1472,2023-01-08 19:14:26.998111,1472,2,88
1473,2024-03-14 02:26:19.998111,1473,2,346
1474,2023-01-11 05:06:50.998111,1474,1,560
1475,2023-04-09 08:48:25.998111,1475,3,309
1476,2021-07-23 02:01:54.998111,1476,1,90
1477,2023-07-03 00:50:49.998111,1477,4,423
1478,2024-02-02 23:11:10.998111,1478,3,962
1479,2023-04-24 06:46:10.998111,1479,3,960
1480,2021-05-02 08:25:16.998111,1480,4,910
1481,2023-02-22 13:51:04.998111,1481,2,123
1482,2023-05-09 20:17:55.998111,1482,4,369
1483,2022-12-20 09:33:08.998111,1483,2,384
1484,2021-11-19 04:22:42.998111,1484,4,342
1485,2022-04-20 15:40:46.998111,1485,2,143
1486,2023-12-16 14:26:21.998111,1486,3,544
1487,2023-12-05 14:31:54.998111,1487,3,893
1488,2021-06-20 02:11:29.998111,1488,2,618
1489,2022-06-12 06:52:27.998111,1489,3,846
1490,2022-10-04 19:31:26.998111,1490,2,762
1491,2021-06-10 06:05:16.998111,1491,4,408
1492,2024-03-19 23:32:06.998111,1492,2,426
1493,2021-12-08 19:02:26.998111,1493,2,673
1494,2023-03-19 09:30:23.998111,1494,3,592
1495,2023-03-02 15:01:06.998111,1495,3,164
1496,2023-08-28 05:29:43.998111,1496,1,618
1497,2022-01-13 03:05:27.998111,1497,2,269
1498,2022-12-18 07:50:51.998111,1498,1,281
1499,2021-06-16 17:44:17.998111,1499,3,148
1500,2023-03-16 20:36:00.998111,1500,2,88
1501,2023-04-11 08:40:45.998111,1501,3,877
1502,2022-03-02 09:07:24.998111,1502,2,639
1503,2021-12-02 03:56:38.998111,1503,1,545
1504,2022-11-06 21:54:15.998111,1504,2,725
1505,2022-10-30 15:17:20.998111,1505,2,840
1506,2022-07-18 01:58:27.998111,1506,3,84
1507,2023-07-25 12:41:36.998111,1507,2,240
1508,2023-04-23 03:11:48.998111,1508,2,38
1509,2022-11-08 14:46:38.998111,1509,3,199
1510,2021-04-16 21:58:09.998111,1510,4,758
1511,2021-09-14 20:27:12.998111,1511,3,433
1512,2023-12-27 13:51:00.998111,1512,1,671
1513,2024-02-04 12:15:40.998111,1513,2,54
1514,2023-01-21 14:07:58.998111,1514,1,674
1515,2022-05-20 08:36:03.998111,1515,3,102
1516,2023-03-27 23:03:01.998111,1516,2,119
1517,2021-08-12 07:25:12.998111,1517,4,234
1518,2023-03-02 05:29:05.998111,1518,3,989
1519,2022-02-13 08:02:00.998111,1519,1,218
1520,2022-02-16 09:43:56.998111,1520,1,118
1521,2022-07-25 02:10:12.998111,1521,2,451
1522,2022-11-14 05:10:22.998111,1522,2,931
1523,2021-04-01 16:41:08.998111,1523,2,764
1524,2023-02-23 17:27:43.998111,1524,1,582
1525,2022-06-30 01:30:39.998111,1525,2,492
1526,2021-04-19 13:40:28.998111,1526,4,515
1527,2023-06-10 21:11:52.998111,1527,1,376
1528,2023-02-18 05:29:05.998111,1528,4,140
1529,2023-11-02 05:27:20.998111,1529,2,417
1530,2023-04-08 15:55:28.998111,1530,1,798
1531,2024-01-11 09:45:51.998111,1531,4,751
1532,2023-07-20 20:32:17.998111,1532,2,863
1533,2023-07-06 14:08:28.998111,1533,2,288
1534,2022-08-13 10:33:04.998111,1534,1,298
1535,2022-03-24 19:21:06.998111,1535,1,617
1536,2023-04-16 11:01:06.998111,1536,1,91
1537,2021-08-14 01:35:02.998111,1537,3,499
1538,2021-10-21 21:35:01.998111,1538,1,732
1539,2021-11-14 12:49:14.998111,1539,1,425
1540,2022-05-29 22:28:41.998111,1540,4,869
1541,2022-12-05 00:37:53.998111,1541,2,601
1542,2023-06-05 20:25:37.998111,1542,4,789
1543,2023-03-20 21:50:23.998111,1543,1,208
1544,2024-03-10 01:09:44.998111,1544,2,668
1545,2022-03-28 19:12:57.998111,1545,4,679
1546,2022-04-13 17:05:10.998111,1546,3,294
1547,2024-03-25 01:35:14.998111,1547,3,141
1548,2023-02-13 13:01:45.998111,1548,1,562
1549,2021-07-29 12:58:39.998111,1549,2,401
1550,2022-11-11 12:27:28.998111,1550,1,739
1551,2022-03-15 06:02:41.998111,1551,4,817
1552,2022-01-17 15:53:18.998111,1552,2,114
1553,2021-09-12 09:29:13.998111,1553,3,826
1554,2023-07-01 12:36:31.998111,1554,2,193
1555,2021-06-06 16:14:15.998111,1555,4,766
1556,2021-11-02 09:16:43.998111,1556,3,457
1557,2021-08-18 12:17:11.998111,1557,4,752
1558,2023-06-12 21:35:10.998111,1558,4,398
1559,2021-11-14 06:15:45.998111,1559,3,265
1560,2023-02-23 03:26:29.998111,1560,3,937
1561,2021-04-21 06:21:59.998111,1561,1,305
1562,2021-11-16 12:43:08.998111,1562,2,731
1563,2021-10-06 12:09:42.998111,1563,2,22
1564,2024-01-10 04:41:35.998111,1564,1,789
1565,2022-04-19 12:38:16.998111,1565,3,507
1566,2022-09-08 20:09:58.998111,1566,4,15
1567,2023-06-24 19:15:28.998111,1567,3,637
1568,2022-04-17 16:36:01.998111,1568,4,25
1569,2023-02-26 11:44:48.998111,1569,3,524
1570,2023-10-22 05:49:29.998111,1570,4,527
1571,2021-08-25 11:36:41.998111,1571,4,799
1572,2023-05-11 17:17:23.998111,1572,2,655
1573,2022-06-17 14:18:27.998111,1573,4,466
1574,2023-07-28 00:32:45.998111,1574,2,478
1575,2024-02-22 16:15:33.998111,1575,1,394
1576,2021-07-09 20:42:26.998111,1576,2,942
1577,2024-03-15 08:34:23.998111,1577,2,426
1578,2022-08-25 10:47:21.998111,1578,1,928
1579,2021-12-13 04:11:20.998111,1579,4,85
1580,2023-09-12 01:15:48.998111,1580,2,221
1581,2024-02-25 01:15:57.998111,1581,4,816
1582,2021-04-16 12:19:09.998111,1582,2,911
1583,2023-08-09 04:42:52.998111,1583,1,729
1584,2023-05-01 22:54:04.998111,1584,2,910
1585,2023-02-26 04:03:15.998111,1585,3,899
1586,2021-12-13 18:46:09.998111,1586,3,593
1587,2022-10-01 09:53:30.998111,1587,2,262
1588,2023-08-15 18:35:14.998111,1588,2,13
1589,2021-09-26 09:24:27.998111,1589,2,148
1590,2021-11-18 18:34:12.998111,1590,1,233
1591,2023-02-23 20:37:30.998111,1591,1,505
1592,2021-06-04 16:31:46.998111,1592,4,713
1593,2023-03-30 04:57:47.998111,1593,2,643
1594,2021-11-03 08:47:18.998111,1594,1,474
1595,2023-03-21 09:05:12.998111,1595,3,981
1596,2021-04-09 18:11:01.998111,1596,3,516
1597,2022-07-31 02:03:09.998111,1597,3,666
1598,2021-10-07 16:59:56.998111,1598,1,996
1599,2022-04-19 23:50:35.998111,1599,3,35
1600,2021-08-30 17:21:24.998111,1600,1,252
1601,2022-04-14 09:01:32.998111,1601,2,526
1602,2022-01-30 19:18:44.998111,1602,2,388
1603,2022-03-14 21:21:32.998111,1603,1,777
1604,2022-12-12 12:14:10.998111,1604,4,68
1605,2022-07-11 16:19:30.998111,1605,4,20
1606,2021-06-26 18:18:12.998111,1606,3,119
1607,2021-08-24 18:14:12.998111,1607,3,530
1608,2024-02-08 00:29:30.998111,1608,3,836
1609,2021-04-06 04:53:15.998111,1609,1,750
1610,2024-02-27 03:18:17.998111,1610,2,552
1611,2023-01-02 06:08:10.998111,1611,1,685
1612,2023-11-26 20:49:24.998111,1612,4,315
1613,2022-11-09 16:33:35.998111,1613,1,728
1614,2021-04-27 14:44:34.998111,1614,1,509
1615,2021-12-25 08:24:51.998111,1615,1,782
1616,2022-07-06 14:43:26.998111,1616,1,947
1617,2022-07-17 16:37:31.998111,1617,4,265
1618,2023-03-24 01:30:27.998111,1618,3,517
1619,2024-01-26 19:50:20.998111,1619,1,421
1620,2023-06-13 18:52:47.998111,1620,1,31
1621,2022-04-16 02:19:53.998111,1621,3,581
1622,2022-02-18 04:36:03.998111,1622,3,37
1623,2022-07-09 22:01:26.998111,1623,2,965
1624,2023-03-20 23:02:35.998111,1624,1,513
1625,2021-12-07 06:18:24.998111,1625,1,289
1626,2022-01-14 20:11:16.998111,1626,1,446
1627,2023-05-05 00:08:51.998111,1627,2,801
1628,2022-02-08 22:15:36.998111,1628,1,334
1629,2022-08-09 17:37:16.998111,1629,4,318
1630,2023-10-28 21:10:22.998111,1630,1,302
1631,2022-04-02 18:58:07.998111,1631,2,81
1632,2021-09-17 19:56:38.998111,1632,4,624
1633,2021-12-05 14:16:51.998111,1633,1,794
1634,2023-12-05 09:06:15.998111,1634,2,910
1635,2021-11-23 07:23:08.998111,1635,1,67
1636,2023-11-29 15:01:18.998111,1636,3,669
1637,2022-03-04 06:32:57.998111,1637,3,637
1638,2023-09-10 01:49:27.998111,1638,1,4
1639,2022-10-17 01:09:00.998111,1639,1,11
1640,2023-01-07 19:40:52.998111,1640,1,920
1641,2022-09-07 06:47:38.998111,1641,4,308
1642,2024-03-05 18:13:13.998111,1642,4,321
1643,2021-07-26 21:46:58.998111,1643,4,781
1644,2022-07-01 10:44:08.998111,1644,3,442
1645,2023-04-25 07:04:50.998111,1645,1,500
1646,2022-01-08 22:35:16.998111,1646,2,288
1647,2022-06-08 02:21:30.998111,1647,4,833
1648,2021-03-31 23:32:58.998111,1648,1,907
1649,2023-02-04 10:04:58.998111,1649,4,452
1650,2023-07-07 07:08:34.998111,1650,4,338
1651,2023-11-02 15:52:39.998111,1651,3,437
1652,2022-01-14 08:08:01.998111,1652,3,921
1653,2022-08-02 15:17:13.998111,1653,2,620
1654,2022-02-12 19:45:40.998111,1654,2,990
1655,2022-07-07 04:44:50.998111,1655,2,241
1656,2023-02-24 08:26:26.998111,1656,4,42
1657,2021-04-04 07:00:05.998111,1657,3,50
1658,2023-12-28 02:00:08.998111,1658,3,960
1659,2022-07-20 10:35:07.998111,1659,2,920
1660,2023-09-12 00:29:02.998111,1660,3,542
1661,2022-05-11 16:24:43.998111,1661,4,12
1662,2023-11-29 09:20:36.998111,1662,4,273
1663,2022-02-09 18:37:01.998111,1663,4,290
1664,2024-03-02 11:25:47.998111,1664,2,334
1665,2021-12-28 14:22:30.998111,1665,4,497
1666,2023-09-12 04:08:20.998111,1666,4,964
1667,2023-05-28 10:53:20.998111,1667,1,878
1668,2024-01-07 10:32:45.998111,1668,2,636
1669,2023-03-07 12:40:11.998111,1669,4,985
1670,2022-11-11 05:17:21.998111,1670,4,229
1671,2023-05-08 17:17:22.998111,1671,1,610
1672,2023-06-26 14:42:44.998111,1672,2,235
1673,2021-09-05 07:39:34.998111,1673,2,951
1674,2021-06-22 09:02:21.998111,1674,2,410
1675,2022-05-09 21:23:54.998111,1675,2,891
1676,2022-03-17 22:50:10.998111,1676,2,181
1677,2021-04-21 08:06:10.998111,1677,2,454
1678,2023-10-30 02:57:45.998111,1678,4,326
1679,2022-11-29 01:44:39.998111,1679,4,565
1680,2023-05-10 04:44:22.998111,1680,1,60
1681,2021-08-10 14:07:39.998111,1681,4,240
1682,2023-05-24 16:11:06.998111,1682,2,265
1683,2021-10-15 05:50:56.998111,1683,3,123
1684,2021-05-07 07:46:04.998111,1684,2,55
1685,2023-10-27 19:24:21.998111,1685,1,473
1686,2023-08-12 07:54:02.998111,1686,2,136
1687,2021-04-02 23:40:57.998111,1687,1,969
1688,2022-01-15 04:40:18.998111,1688,2,342
1689,2024-03-06 22:28:25.998111,1689,1,243
1690,2022-02-28 12:15:41.998111,1690,1,103
1691,2021-09-14 09:47:10.998111,1691,4,182
1692,2021-09-23 22:06:30.998111,1692,1,776
1693,2023-08-24 22:56:21.998111,1693,1,471
1694,2022-08-28 02:24:30.998111,1694,1,195
1695,2022-12-07 22:27:43.998111,1695,2,89
1696,2022-10-09 03:26:11.998111,1696,3,271
1697,2023-11-08 11:07:34.998111,1697,4,255
1698,2023-04-11 01:13:25.998111,1698,2,66
1699,2022-06-04 03:26:37.998111,1699,3,222
1700,2022-12-26 23:47:08.998111,1700,3,3
1701,2021-06-27 03:52:35.998111,1701,1,805
1702,2024-01-15 02:02:22.998111,1702,2,218
1703,2021-12-06 20:51:59.998111,1703,2,747
1704,2021-06-22 02:38:24.998111,1704,1,768
1705,2022-07-05 20:43:43.998111,1705,2,569
1706,2022-10-29 16:17:26.998111,1706,4,482
1707,2023-06-17 23:39:14.998111,1707,3,112
1708,2022-11-12 06:13:34.998111,1708,2,246
1709,2023-10-26 13:14:18.998111,1709,4,394
1710,2021-08-31 10:20:37.998111,1710,2,472
1711,2022-08-14 03:48:12.998111,1711,2,988
1712,2021-05-30 04:49:32.998111,1712,4,821
1713,2023-12-26 12:18:42.998111,1713,3,673
1714,2022-10-24 17:38:33.998111,1714,1,623
1715,2022-07-10 18:58:39.998111,1715,2,572
1716,2023-11-07 23:18:35.998111,1716,3,105
1717,2022-10-01 19:53:47.998111,1717,2,781
1718,2021-11-14 10:53:40.998111,1718,4,562
1719,2022-06-21 01:45:37.998111,1719,3,171
1720,2022-05-03 11:34:16.998111,1720,1,202
1721,2022-07-27 22:31:59.998111,1721,4,478
1722,2021-05-09 16:16:25.998111,1722,1,884
1723,2021-09-21 23:23:35.998111,1723,2,582
1724,2024-03-18 07:51:52.998111,1724,2,497
1725,2021-07-04 20:49:51.998111,1725,3,329
1726,2023-07-31 02:37:11.998111,1726,3,322
1727,2022-06-30 23:56:46.998111,1727,2,98
1728,2023-12-10 20:47:55.998111,1728,1,430
1729,2023-06-12 05:43:55.998111,1729,1,198
1730,2022-09-26 00:29:27.998111,1730,2,598
1731,2021-12-09 06:47:02.998111,1731,1,500
1732,2022-06-05 14:40:15.998111,1732,2,677
1733,2022-07-23 11:28:33.998111,1733,1,128
1734,2021-12-28 12:12:27.998111,1734,1,813
1735,2021-12-19 16:06:19.998111,1735,4,43
1736,2023-01-24 18:47:31.998111,1736,4,191
1737,2022-06-27 14:15:33.998111,1737,2,769
1738,2023-09-03 15:37:48.998111,1738,1,702
1739,2023-02-24 06:20:16.998111,1739,2,748
1740,2023-10-30 13:50:59.998111,1740,4,706
1741,2021-05-05 10:10:17.998111,1741,1,356
1742,2022-08-15 04:38:11.998111,1742,3,749
1743,2022-05-08 17:56:10.998111,1743,1,751
1744,2021-11-09 01:53:37.998111,1744,1,689
1745,2022-11-14 15:28:40.998111,1745,4,885
1746,2021-07-22 23:53:19.998111,1746,2,56
1747,2023-02-25 01:35:21.998111,1747,1,220
1748,2023-05-16 19:00:25.998111,1748,2,588
1749,2023-07-25 04:14:49.998111,1749,2,705
1750,2022-09-13 20:00:34.998111,1750,3,652
1751,2024-02-04 13:54:19.998111,1751,1,732
1752,2021-10-20 16:19:09.998111,1752,1,325
1753,2021-12-13 02:02:48.998111,1753,1,793
1754,2023-12-11 03:32:00.998111,1754,1,723
1755,2024-03-16 12:37:45.998111,1755,1,202
1756,2022-09-22 06:43:15.998111,1756,4,486
1757,2023-07-12 14:15:14.998111,1757,3,985
1758,2023-03-25 21:24:07.998111,1758,1,834
1759,2022-12-11 10:03:45.998111,1759,4,870
1760,2021-11-01 02:46:50.998111,1760,2,306
1761,2022-03-08 19:38:55.998111,1761,2,892
1762,2023-04-01 23:56:23.998111,1762,1,594
1763,2021-11-15 19:03:41.998111,1763,1,319
1764,2022-05-06 05:19:21.998111,1764,2,197
1765,2024-02-25 06:21:54.998111,1765,4,999
1766,2021-07-18 15:10:33.998111,1766,3,497
1767,2023-08-20 17:30:18.998111,1767,2,495
1768,2023-04-29 02:50:43.998111,1768,3,626
1769,2022-08-18 17:18:02.998111,1769,2,418
1770,2023-03-30 13:40:38.998111,1770,3,437
1771,2024-01-19 20:47:02.998111,1771,2,983
1772,2021-10-08 03:15:42.998111,1772,1,486
1773,2022-06-13 23:49:08.998111,1773,3,995
1774,2021-07-16 12:32:35.998111,1774,3,927
1775,2023-04-18 10:36:51.998111,1775,1,942
1776,2023-04-16 16:59:49.998111,1776,4,541
1777,2023-09-22 22:50:07.998111,1777,3,601
1778,2022-09-16 04:48:16.998111,1778,3,273
1779,2024-01-05 23:49:46.998111,1779,4,942
1780,2022-08-05 15:26:20.998111,1780,4,577
1781,2023-08-09 01:18:10.998111,1781,4,386
1782,2023-06-18 10:35:58.998111,1782,1,140
1783,2021-06-18 08:48:53.998111,1783,1,827
1784,2023-09-14 09:30:59.998111,1784,3,274
1785,2023-12-13 16:19:08.998111,1785,4,772
1786,2022-07-24 07:06:55.998111,1786,1,636
1787,2022-07-05 20:07:20.998111,1787,3,340
1788,2021-04-19 06:14:49.998111,1788,4,355
1789,2021-10-28 02:35:04.998111,1789,1,285
1790,2022-06-11 02:27:42.998111,1790,4,803
1791,2023-02-16 15:22:51.998111,1791,4,622
1792,2021-07-07 13:36:29.998111,1792,2,646
1793,2023-08-29 18:43:39.998111,1793,1,754
1794,2022-09-12 02:57:22.998111,1794,3,122
1795,2021-05-05 00:55:25.998111,1795,3,982
1796,2022-08-08 11:14:57.998111,1796,2,77
1797,2021-07-14 07:29:34.998111,1797,3,836
1798,2022-05-04 05:11:55.998111,1798,3,734
1799,2022-04-11 01:52:06.998111,1799,1,612
1800,2021-12-11 18:26:15.998111,1800,3,33
1801,2024-03-24 22:05:19.998111,1801,1,395
1802,2022-03-15 18:57:04.998111,1802,1,205
1803,2023-02-10 03:30:54.998111,1803,4,648
1804,2021-08-05 10:11:09.998111,1804,3,946
1805,2022-04-15 21:22:19.998111,1805,1,314
1806,2023-04-12 05:01:13.998111,1806,4,904
